texto,sentimento
olha a cola que me mandaram não cola o produto odiei gostaria de saber o nome da cola que usa para colar essa porcaria,negativo
produto exatamente como esperado e como foi anunciado,positivo
o site que mais gosto de compra produtos de qualidade preço bom e as entregas sempre acorrem antes mesmo da data prevista,positivo
comprei pendentes veio amassado reclamei e até agora não entraram em contato para me informar como vai fazer para me reembolsar,negativo
ocorreu tudo bem em relação ao produto solicitado e prazo de entrega sendo que a entrega foi muito rápida só não posso ainda qualificar o produto jogo de chaves estrela ehc pois não foi usado,positivo
bom produto porém no site achei que fosse bem maior mas está bom recomendo,neutro
roupa de cama de muito boa qualidade deixa o quarto lindo,positivo
realizei o pedido e pagamento de um pendente meia lua amarelo e do kit de arandelas no entanto o pendente não veio e preciso urgente alias comprei justamente pelo prazo de entrega,negativo
produto bem diferente da foto poderia ter sido embalado com mais proteção pois chegou meio riscado sem falar na demora da loja parceira para fazer a postagem,neutro
recebi os produtos errados não consigo reclamar com a lannister preciso que sejam substituídas ps nota fiscal nº balassa e bonfatti magazine ltda epp,negativo
amei lindo recomendo sim,positivo
a compra foi efetuada como cartucho original canon que é o que desejava no entanto veio um cartucho similar,neutro
entrega antes do prazo estabelecido satisfeita parabéns a lannister com,positivo
recebi o pedido em dias,negativo
favor verificar que minha entrega nao veio correta era protetor de coluna manta porem nao recebemos a manta somente os protetor de coluna,positivo
a loja lannister e a entrega foi ótimo já o produto não é tão bom quanto aparenta mas da pra uso,neutro
empresa parceira do baratheon de confiança,positivo
veio a fonte e quatro emissores mas o aparelho transmissor não veio,negativo
otima recebi antes da data prevista vendedor de caráter diferente do shop atacado q não recomendo so tive problemas,positivo
entrega antes do prazo,positivo
ótimo produto veio bem embalado chegou muito rápido é maior do que eu esperava tem um tamanho muito bom bem bonita a lixeira,positivo
gostei de comprar nessa empresa tudo ótimo desde a compra até a entrega obgd,positivo
recomendo este vendedor pessoa muito séria vou voltar a comprar com ele entrega antes do prazo,positivo
comprei o produto faz mais de dias e não recebi,negativo
não chega no prazo e ainda não dão informações,negativo
consta como entregue mas não recebi,negativo
produto fiel a descrição bem embalado para proteção e chegou super rápido,positivo
chegou antes do prazo entregue com satisfação recomendo,positivo
produto chegou conforme combinado,positivo
gostei do produto mas veio com a numeração em algarismo romano errada o número está escrito como iiii,negativo
bom dia fiz a compra de toners e recebi somente pelos correios diante disso solicitamos uma posição sobre a entrega do toner que não recebemos desde já agradeço att,negativo
produto exelente ja estou usando chegou antes do prazo,positivo
atende ao esperado,positivo
por enquanto estou no aguardo da troca do produto,negativo
entrega no prazo e linda cortina,positivo
sempre comprei nesta loja recomendo com certeza,positivo
falta de compromisso em todos os sentidos que não pode ocorrer numa venda,negativo
recomendaria se não tivesse pressa para receber o produto no quesito entrega esta perdendo feio para concorrência uma loja desse porte se enrrolar tanto p fazer uma entrega tem q agilizar essa parte,negativo
chegou antes do prazo estipulado recomendo,positivo
foi entregue no prazo,positivo
produto de ótima qualidade só precisa melhorar na embalagem resebir a película quebrada talvez por conta da empresa ser em pacote ao invés de ser em caixa,positivo
chegou até antes do prazo muito obrigado,positivo
gostei do material bonito e forte recomendo,positivo
muito bom recomendável está loja,positivo
o produto não chegou entendo como uma falta de respeito com o consumidor,negativo
muito grande nao dar pra coçar em ambientes pequeno,negativo
recebi o produto dentro do prazo porém no anúncio diz que o tapete mede e o meu veio só com,neutro
chego antes do previsto bem embalado e do jeito que eu pedi,positivo
foi muito bom comprar nas lojas lannister só falta receber mais um produto,positivo
entregou no prazo,positivo
não cumpriu com o prometido,negativo
produto foi entregue muito rápido,positivo
comprei por volta de e até agora o produto não foi entregue e sequer pode ser culpa apenas dos correios já que foi postado apenas na semana passada,negativo
lustre bem pequeno nao era o q eu esperava,neutro
estou plenamente satisfeita com o produto adorei,positivo
chegou antes da data isso um dia depois estou amando,positivo
entrega antes do praso previsto recomendo muito bom,positivo
produto chegou dentro do prazo e muito bonito chegou embrulhado para presente até parece que adivinharam que era para presente mesmo,positivo
ainda não instalei mas aparentemente está tudo ok,positivo
boa compra e entrega antes do prazo,positivo
até o momento não recebi o produto,negativo
veio com um pigente estragado,positivo
pano de prato muito bonito simples mas de nuito bom gosto feito de pano de saco o melhor que tem,positivo
produto recebido antes do prazo e conforme descrição no anúncio,positivo
produto entregue antes do prazo bem embalado recomendo,positivo
adorei ficou muito lindo na minha cozinha,positivo
bom dia ainda não testamos o produto pois a máquina de xerox ainda não chegou mas quando chegarvamos testar obrigada abraço,positivo
produto simples e funcional,neutro
loja ótima produto ainda será testado,positivo
produto chegou em perfeitas condições e antes do prazo estipulado,positivo
estou aguardando ainda o recebimento do produto,negativo
produto entrega no prazo bem embalado ótima qualidade,positivo
se eu soubesse que iria demorar tanto para chegar o produto chmais tinha comprado nesta loja o produto chegou hoje e veio quebrado é lamentável,negativo
o cartucho que seria de alto rendimento na verdade não durou mais que impressões a maioria em modo rascunho quando utilizo o cartucho xl original ele dura em média o dobro,negativo
produto otimo lindo gostei muitoooo,positivo
comprei um produto recebi outro completamente diferente ja abri uma reclamação estou aguardando retorno,negativo
sem manual ou embalagem enrolado apenas em plástico bolha mas pelo menos chegou intacto veremos nos próximos produtos,neutro
chegou tudo como pedi e antes do prazo marcado,positivo
a entrega foi super rápida produto perfeito lindo vendendor excelente,positivo
excelente chegou no prazo certo,positivo
gostaria de saber quando vou receber meu relogio,negativo
continuo sendo cliente td correu bem,positivo
não foi entregue o produto que seria na data de ontem,negativo
senhores boa tarde informo pelo presente que o produto acima citado não foi entregue até a presente data att adnailde,negativo
como sempre tudo maravilhoso produtos de qualidade e entrega super rápida parabéns a todos da targaryen lannister,positivo
comprei cartuchos recebi apenas cartucho,negativo
gente é inacreditável a desorganização desse stark nao tem histórico não compro mais nesse loja,negativo
o produto não foi entregue foi pelo correio e não receberam no local não consigo falar na loja para resolver,negativo
recebi o material bem antes do prazo informado mas fiz o pedido para receber a caixa do pet na cor azul e entregaram na cor rosa,negativo
muito obrigado esta tudo certo,positivo
o produto foi entregue porém não veio a nota fiscal como faço para ter recebê la,neutro
muito bom recomendo já é a segunda vez que compro,positivo
o envio ocorreu rapidamente porém ainda não recebi o produto está parado desde nos correios e não sei ao certo a localização,neutro
paguei o frete e o meu protudo não foi entregueb,negativo
gostei da rapidez,neutro
pra quem quer uma cortina black out simples é uma ótima pedida achei que fosse duas partes mais é apenas uma,positivo
eu paguei o frete e gostaria de ter recebido em casa como todos os produtos que ja comprei,positivo
produto lindo cm na foto recomendo chegou bem antes do prazo,positivo
muito agil a entrega produto excelente,positivo
lamento muito mas eu tinha cancelado um pedido errei no computador e fiz o mesmo pedido duas vezes sem querer cancelei um mas não adintou madaram os dois é lamentável,negativo
não foi entregue a totalidade da nota comprei dois vasos e só recebi um e na nota constam dois ou foi erro de expedição ou não sei já reclamei com voces e até agora não tenho solução atenciosamente,negativo
entrega bem antes do prazo produto de qualidade,neutro
tudo dentro do previsto prazo antecipado,positivo
estou mt satisfeito cm o produto chegou um dia atrasado ms fora esso saiu td cm eu esperava mt obgd e vou comprar novamente e pr qm quer comprar eu surper recomendo,positivo
infelizmente precisarei trocar pois não serviu,neutro
esta faltando um produto estou aguardando,negativo
muito bom atendimento e dentro do prazo de entrega,positivo
